PlayerID,Player,Age,Games,Minutes,FGM,FGA,FTM,FTA,ORB,TRB,AST,STL,BLK,PF,PTS,FGP,FTP,MPG,PPG,RPG,APG,WS25,RANDOM
millere01,Reggie Miller,22,82,1840,306,627,149,186,95,190,132,53,19,157,822,0.488,0.801,22.4,10,2.3,1.6,12.5,
normake01,Ken Norman,23,66,1435,241,500,87,170,100,263,78,44,34,123,569,0.482,0.512,21.7,8.6,4,1.2,2.9,
pippesc01,Scottie Pippen,22,79,1650,261,564,99,172,115,298,169,91,52,214,625,0.463,0.576,20.9,7.9,3.8,2.1,11.2,
polynol01,Olden Polynice,23,82,1080,118,254,101,158,122,330,33,32,26,215,337,0.465,0.639,13.2,4.1,4,0.4,2.5,
smithke01,Kenny Smith,22,61,2170,331,694,167,204,40,138,434,92,8,140,841,0.477,0.819,35.6,13.8,2.3,7.1,9,
willire01,Reggie Williams,23,35,857,152,427,48,66,55,118,58,29,21,108,365,0.356,0.727,24.5,10.4,3.4,1.7,0,
wolfjo01,Joe Wolf,23,42,1137,136,334,45,54,51,187,98,38,16,139,320,0.407,0.833,27.1,7.6,4.5,2.3,-0.2,
alarima01,Mark Alarie,23,64,1110,217,443,67,101,73,214,74,22,28,138,503,0.49,0.663,17.3,7.9,3.3,1.2,2.2,
brownmi01,Mike Brown,23,62,818,106,201,46,72,71,214,24,20,7,129,258,0.527,0.639,13.2,4.2,3.5,0.4,1.4,
curryde01,Dell Curry,22,67,636,139,326,30,38,30,78,58,27,4,86,325,0.426,0.789,9.5,4.9,1.2,0.9,1.8,
daughbr01,Brad Daugherty,21,80,2695,487,905,279,401,152,647,304,49,63,248,1253,0.538,0.696,33.7,15.7,8.1,3.8,9,
dawkijo01,Johnny Dawkins,23,81,1682,334,764,153,191,56,169,290,67,3,118,835,0.437,0.801,20.8,10.3,2.1,3.6,1,
duckwke01,Kevin Duckworth,22,65,875,130,273,92,134,76,223,29,21,21,192,352,0.476,0.687,13.5,5.4,3.4,0.4,4.8,
gattike01,Kenny Gattison,22,77,1104,148,311,108,171,87,270,36,24,33,178,404,0.476,0.632,14.3,5.2,3.5,0.5,1.5,
harpero01,Ron Harper,23,82,3064,734,1614,386,564,169,392,394,209,84,247,1874,0.455,0.684,37.4,22.9,4.8,4.8,10.2,
hornaje01,Jeff Hornacek,23,80,1561,159,350,94,121,41,184,361,70,5,130,424,0.454,0.777,19.5,5.3,2.3,4.5,7.7,
johnsbu01,Buck Johnson,23,60,520,94,201,40,58,38,88,40,17,15,81,228,0.468,0.69,8.7,3.8,1.5,0.7,3.6,
kemptti01,Tim Kempton,23,66,936,97,206,95,137,70,194,53,38,12,162,289,0.471,0.693,14.2,4.4,2.9,0.8,1,
mcmilna01,Nate McMillan,22,71,1972,143,301,87,141,101,331,583,125,45,238,373,0.475,0.617,27.8,5.3,4.7,8.2,4.9,
newmajo01,Johnny Newman,23,59,630,113,275,66,76,36,70,27,20,7,67,293,0.411,0.868,10.7,5,1.2,0.5,6.7,
persoch01,Chuck Person,22,82,2956,635,1358,222,297,168,677,295,90,16,310,1541,0.468,0.747,36,18.8,8.3,3.6,5.4,
pressha01,Harold Pressley,23,67,913,134,317,35,48,68,176,120,40,21,96,310,0.423,0.729,13.6,4.6,2.6,1.8,4.8,
pricema01,Mark Price,22,67,1217,173,424,95,114,33,117,202,43,4,75,464,0.408,0.833,18.2,6.9,1.7,3,10.1,
sallejo01,John Salley,22,82,1463,163,290,105,171,108,296,54,44,125,256,431,0.562,0.614,17.8,5.3,3.6,0.7,6.1,
sellebr01,Brad Sellers,24,80,1751,276,606,126,173,155,373,102,44,68,194,680,0.455,0.728,21.9,8.5,4.7,1.3,3.3,
tarplro01,Roy Tarpley,22,75,1405,233,499,94,139,180,533,52,56,79,232,561,0.467,0.676,18.7,7.5,7.1,0.7,3.5,
thompbi01,Billy Thompson,23,59,762,142,261,48,74,69,171,60,15,30,148,332,0.544,0.649,12.9,5.6,2.9,1,2.8,
walkeke01,Kenny Walker,22,68,1719,285,581,140,185,118,338,75,49,49,236,710,0.491,0.757,25.3,10.4,5,1.1,4,
washipe01,Pearl Washington,23,72,1600,257,538,98,125,37,129,301,92,7,184,616,0.478,0.784,22.2,8.6,1.8,4.2,0.5,
williho01,Hot Rod Williams,24,80,2714,435,897,298,400,222,629,154,58,167,197,1168,0.485,0.745,33.9,14.6,7.9,1.9,5.7,
wingada01,David Wingate,23,77,1612,259,602,149,201,70,156,155,93,19,169,680,0.43,0.741,20.9,8.8,2,2,0.2,
battljo01,John Battle,23,64,639,101,222,75,103,12,62,74,23,3,80,277,0.455,0.728,10,4.3,1,1.2,2.3,
benjabe01,Benoit Benjamin,21,79,2088,324,661,229,307,161,600,79,64,206,286,878,0.49,0.746,26.4,11.1,7.6,1,5.4,
bolma01,Manute Bol,23,80,2090,128,278,42,86,123,477,23,28,397,255,298,0.46,0.488,26.1,3.7,6,0.3,2,
catlete01,Terry Catledge,22,64,1092,202,431,90,139,107,272,21,31,8,127,494,0.469,0.647,17.1,7.7,4.3,0.3,3.3,
dumarjo01,Joe Dumars,22,82,1957,287,597,190,238,60,119,390,66,11,200,769,0.481,0.798,23.9,9.4,1.5,4.8,7,
ewingpa01,Patrick Ewing,23,50,1771,386,814,226,306,124,451,102,54,103,191,998,0.474,0.739,35.4,20,9,2,8.1,
greenac01,A.C. Green,22,82,1542,209,388,102,167,160,381,54,49,49,229,521,0.539,0.611,18.8,6.4,4.6,0.7,9.4,
kleinjo01,Joe Kleine,24,80,1180,160,344,94,130,113,373,46,24,34,224,414,0.465,0.723,14.8,5.2,4.7,0.6,2.6,
koncajo01,Jon Koncak,22,82,1695,263,519,156,257,171,467,55,37,69,296,682,0.507,0.607,20.7,8.3,5.7,0.7,3.7,
malonka01,Karl Malone,22,81,2475,504,1016,195,405,174,718,236,105,44,295,1203,0.496,0.481,30.6,14.9,8.9,2.9,15.2,
mcdanxa01,Xavier McDaniel,22,82,2706,576,1176,250,364,307,655,193,101,37,305,1404,0.49,0.687,33,17.1,8,2.4,5.3,
mcneach01,Chris McNealy,24,30,627,70,144,31,47,62,203,41,38,12,88,171,0.486,0.66,20.9,5.7,6.8,1.4,0.8,
mullich01,Chris Mullin,22,55,1391,287,620,189,211,42,115,105,70,23,130,768,0.463,0.896,25.3,14,2.1,1.9,10.6,
oaklech01,Charles Oakley,22,77,1772,281,541,178,269,255,664,133,68,30,250,740,0.519,0.662,23,9.6,8.6,1.7,5.7,
phelpmi01,Michael Phelps,24,70,880,117,286,44,74,29,89,71,45,1,86,279,0.409,0.595,12.6,4,1.3,1,0.3,
pincked01,Ed Pinckney,22,80,1602,255,457,171,254,95,308,90,71,37,190,681,0.558,0.673,20,8.5,3.9,1.1,6.1,
portete01,Terry Porter,22,79,1214,212,447,125,155,35,117,198,81,1,136,562,0.474,0.806,15.4,7.1,1.5,2.5,9.2,
reynoje01,Jerry Reynolds,23,55,508,72,162,58,104,37,80,86,43,19,57,203,0.444,0.558,9.2,3.7,1.5,1.6,1.3,
schrede01,Detlef Schrempf,23,64,969,142,315,110,152,70,198,88,23,10,166,397,0.451,0.724,15.1,6.2,3.1,1.4,3.6,
scurrca01,Carey Scurry,23,78,1168,142,301,78,126,97,242,85,78,66,171,363,0.472,0.619,15,4.7,3.1,1.1,0.9,
thornbo01,Bob Thornton,23,71,1323,125,274,86,162,113,290,43,30,7,209,336,0.456,0.531,18.6,4.7,4.1,0.6,0.4,
tisdawa01,Wayman Tisdale,21,81,2277,516,1002,160,234,191,584,79,32,44,290,1192,0.515,0.684,28.1,14.7,7.2,1,7,
webbsp01,Spud Webb,22,79,1229,199,412,216,275,27,123,337,82,5,164,616,0.483,0.785,15.6,7.8,1.6,4.3,2.2,
wennibi01,Bill Wennington,22,56,562,72,153,45,62,32,132,21,11,22,83,189,0.471,0.726,10,3.4,2.4,0.4,1.3,
wilkige01,Gerald Wilkins,22,81,2025,437,934,132,237,92,208,161,68,9,155,1013,0.468,0.557,25,12.5,2.6,2,4.3,
bannike01,Ken Bannister,24,75,1404,209,445,91,192,108,330,39,38,40,279,509,0.47,0.474,18.7,6.8,4.4,0.5,0.7,
barklch01,Charles Barkley,21,82,2347,427,783,293,400,266,703,155,95,80,301,1148,0.545,0.733,28.6,14,8.6,1.9,16.1,
cagemi01,Michael Cage,23,75,1610,216,398,101,137,126,392,51,41,32,164,533,0.543,0.737,21.5,7.1,5.2,0.7,7.2,
carran01,Antoine Carr,23,62,1195,198,375,101,128,79,232,80,29,78,219,499,0.528,0.789,19.3,8,3.7,1.3,2.2,
coltest01,Steve Colter,22,78,1462,216,477,98,130,40,150,243,75,9,142,556,0.453,0.754,18.7,7.1,1.9,3.1,2.6,
flemive01,Vern Fleming,22,80,2486,433,922,260,339,148,323,247,99,8,232,1126,0.47,0.767,31.1,14.1,4,3.1,8.4,
holtomi01,Michael Holton,23,74,1761,257,576,96,118,30,132,198,59,6,141,624,0.446,0.814,23.8,8.4,1.8,2.7,0.3,
humphja01,Jay Humphries,22,80,2062,279,626,141,170,32,164,350,107,8,209,703,0.446,0.829,25.8,8.8,2.1,4.4,3.5,
jordami01,Michael Jordan,21,82,3144,837,1625,630,746,167,534,481,196,69,285,2313,0.515,0.845,38.3,28.2,6.5,5.9,19.8,
kerseje01,Jerome Kersey,22,77,958,178,372,117,181,95,206,63,49,29,147,473,0.478,0.646,12.4,6.1,2.7,0.8,8.6,
mccorti01,Tim McCormick,22,78,1584,269,483,188,263,146,398,78,18,33,207,726,0.557,0.715,20.3,9.3,5.1,1,3.9,
olajuha01,Hakeem Olajuwon,22,82,2914,677,1258,338,551,440,974,111,99,220,344,1692,0.538,0.613,35.5,20.6,11.9,1.4,10.7,
perkisa01,Sam Perkins,23,82,2317,347,736,200,244,189,605,135,63,63,236,903,0.471,0.82,28.3,11,7.4,1.6,7.5,
peterji01,Jim Petersen,22,60,714,70,144,50,66,44,147,29,14,32,125,190,0.486,0.758,11.9,3.2,2.5,0.5,3.4,
roberal01,Alvin Robertson,22,79,1685,299,600,124,169,116,265,275,127,24,217,726,0.498,0.734,21.3,9.2,3.4,3.5,5.8,
stanste01,Terence Stansbury,23,74,1278,210,458,102,126,39,114,127,47,12,205,526,0.459,0.81,17.3,7.1,1.5,1.7,0.3,
stockjo01,John Stockton,22,82,1490,157,333,142,193,26,105,415,109,11,203,458,0.471,0.736,18.2,5.6,1.3,5.1,14.1,
thompbe01,Bernard Thompson,22,59,535,79,212,39,51,37,76,52,31,10,79,197,0.373,0.765,9.1,3.3,1.3,0.9,0.9,
thorpot01,Otis Thorpe,22,82,1918,411,685,230,371,187,556,111,34,37,256,1052,0.6,0.62,23.4,12.8,6.8,1.4,8.1,
turpime01,Melvin Turpin,24,79,1949,363,711,109,139,155,452,36,38,87,211,835,0.511,0.784,24.7,10.6,5.7,0.5,6,
willike02,Kevin Willis,22,82,1785,322,690,119,181,177,522,36,31,49,226,765,0.467,0.657,21.8,9.3,6.4,0.4,4.2,
wilsoot01,Othell Wilson,23,74,1260,134,291,54,76,35,131,217,77,12,122,325,0.46,0.711,17,4.4,1.8,2.9,0.6,
baileth01,Thurl Bailey,22,81,2009,302,590,88,117,115,464,129,38,122,193,692,0.512,0.752,24.8,8.5,5.7,1.6,3.1,
dayeda01,Darren Daye,23,75,1174,180,408,95,133,90,188,176,38,12,154,455,0.441,0.714,15.7,6.1,2.5,2.3,2.4,
drexlcl01,Clyde Drexler,21,82,1408,252,559,123,169,112,235,153,107,29,209,628,0.451,0.728,17.2,7.7,2.9,1.9,13.2,
ellisda01,Dale Ellis,23,67,1059,225,493,87,121,106,250,56,41,9,118,549,0.456,0.719,15.8,8.2,3.7,0.8,1.6,
fostero01,Rod Foster,23,80,1424,260,580,122,155,39,120,172,54,9,193,664,0.448,0.787,17.8,8.3,1.5,2.2,-0.3,
greensi02,Sidney Green,23,49,667,100,228,55,77,58,174,25,18,17,128,255,0.439,0.714,13.6,5.2,3.6,0.5,2.5,
harpede01,Derek Harper,22,82,1712,200,451,66,98,53,172,239,95,21,143,469,0.443,0.673,20.9,5.7,2.1,2.9,9.4,
hinsoro01,Roy Hinson,22,80,1858,184,371,69,117,175,499,69,31,145,306,437,0.496,0.59,23.2,5.5,6.2,0.9,4.5,
malonje01,Jeff Malone,22,81,1976,408,918,142,172,57,155,151,23,13,162,982,0.444,0.826,24.4,12.1,1.9,1.9,5.6,
mccraro01,Rodney McCray,22,79,2081,335,672,182,249,173,450,176,53,54,205,853,0.499,0.731,26.3,10.8,5.7,2.2,9.4,
riverdo01,Doc Rivers,22,81,1938,250,541,255,325,72,220,314,127,30,286,757,0.462,0.785,23.9,9.3,2.7,3.9,10.3,
roberfr01,Fred Roberts,23,79,1531,214,399,144,172,102,304,98,52,38,219,573,0.536,0.837,19.4,7.3,3.8,1.2,0.2,
sampsra01,Ralph Sampson,23,82,2693,716,1369,287,434,293,913,163,70,197,339,1720,0.523,0.661,32.8,21,11.1,2,5,
scottby01,Byron Scott,22,74,1637,334,690,112,139,50,164,177,81,19,174,788,0.484,0.806,22.1,10.6,2.2,2.4,7.7,
stipast01,Steve Stipanovich,23,81,2426,392,816,183,243,116,562,170,73,67,303,970,0.48,0.753,30,12,6.9,2.1,5.9,
sundvjo01,Jon Sundvold,22,73,1284,217,488,64,72,23,91,239,29,1,81,507,0.445,0.889,17.6,6.9,1.2,3.3,3,
waitegr01,Granville Waiters,23,78,1040,123,238,31,51,64,227,60,24,85,164,277,0.517,0.608,13.3,3.6,2.9,0.8,-0.2,
walkeda01,Darrell Walker,22,82,1324,216,518,208,263,74,167,284,127,15,202,644,0.417,0.791,16.1,7.9,2,3.5,3.8,
wiggimi01,Mitchell Wiggins,24,82,2123,399,890,213,287,138,328,187,106,11,278,1018,0.448,0.742,25.9,12.4,4,2.3,3.5,
wittmra01,Randy Wittman,24,78,1071,160,318,28,46,14,71,71,17,0,82,350,0.503,0.609,13.7,4.5,0.9,0.9,1.6,
baglejo01,John Bagley,22,68,990,161,373,64,84,17,96,167,54,5,74,386,0.432,0.762,14.6,5.7,1.4,2.5,3,
connele01,Lester Conner,23,75,1416,145,303,79,113,69,221,253,116,7,141,369,0.479,0.699,18.9,4.9,2.9,3.4,2.8,
cummite01,Terry Cummings,21,70,2531,684,1309,292,412,303,744,177,129,62,294,1660,0.523,0.709,36.2,23.7,10.6,2.5,8.8,
dailequ01,Quintin Dailey,22,76,2081,470,1008,206,282,87,260,280,72,10,248,1151,0.466,0.73,27.4,15.1,3.4,3.7,1,
floydsl01,Sleepy Floyd,22,76,1248,226,527,150,180,56,137,138,58,17,134,612,0.429,0.833,16.4,8.1,1.8,1.8,7.5,
garnebi02,Bill Garnett,22,75,1411,170,319,129,174,141,406,103,48,70,245,469,0.533,0.741,18.8,6.3,5.4,1.4,2,
higgiro01,Rod Higgins,23,82,2196,313,698,209,264,159,366,175,66,65,248,848,0.448,0.792,26.8,10.3,4.5,2.1,1,
hodgecr01,Craig Hodges,22,76,2022,318,704,94,130,53,122,275,82,4,192,750,0.452,0.723,26.6,9.9,1.6,3.6,5.3,
leverfa01,Fat Lever,22,81,2020,256,594,116,159,85,225,426,153,15,179,633,0.431,0.73,24.9,7.8,2.8,5.3,4.5,
levincl01,Cliff Levingston,22,62,879,131,270,84,147,104,232,52,23,36,125,346,0.485,0.571,14.2,5.6,3.7,0.8,5.5,
presspa01,Paul Pressey,24,79,1528,213,466,105,176,83,281,207,99,47,174,532,0.457,0.597,19.3,6.7,3.6,2.6,3.8,
steppbr01,Brook Steppe,23,62,606,84,176,76,100,25,73,68,26,3,92,245,0.477,0.76,9.8,4,1.2,1.1,1,
teaglte01,Terry Teagle,22,73,1708,332,776,87,125,74,194,150,53,18,171,761,0.428,0.696,23.4,10.4,2.7,2.1,3.1,
thirdda01,David Thirdkill,22,49,521,74,170,45,78,28,72,36,19,4,93,194,0.435,0.577,10.6,4,1.5,0.7,1,
thompla01,LaSalle Thompson,21,71,987,147,287,89,137,133,375,33,40,61,186,383,0.512,0.65,13.9,5.4,5.3,0.5,4.5,
tucketr01,Trent Tucker,23,78,1830,299,647,43,64,75,216,195,56,6,235,655,0.462,0.672,23.5,8.4,2.8,2.5,3.3,
warribr01,Bryan Warrick,23,43,727,65,171,42,57,15,69,126,21,8,103,172,0.38,0.737,16.9,4,1.6,2.9,0.5,
whitero01,Rory White,23,65,626,127,234,70,109,47,105,30,16,2,54,324,0.543,0.642,9.6,5,1.6,0.5,1,
wilkido01,Dominique Wilkins,23,82,2697,601,1220,230,337,226,478,129,84,63,210,1434,0.493,0.682,32.9,17.5,5.8,1.6,7.6,
worthja01,James Worthy,21,77,1970,447,772,138,221,157,399,132,91,64,221,1033,0.579,0.624,25.6,13.4,5.2,1.7,9.3,
aguirma01,Mark Aguirre,22,51,1468,381,820,168,247,89,249,164,37,22,152,955,0.465,0.68,28.8,18.7,4.9,3.2,7.2,
aingeda01,Danny Ainge,22,53,564,79,221,56,65,25,56,87,37,3,86,219,0.357,0.862,10.6,4.1,1.1,1.6,6.6,
banksge01,Gene Banks,22,80,1700,311,652,145,212,157,411,147,55,17,199,767,0.477,0.684,21.3,9.6,5.1,1.8,5.6,
blackro01,Rolando Blackman,22,82,1979,439,855,212,276,97,254,105,46,30,122,1091,0.513,0.768,24.1,13.3,3.1,1.3,7.3,
chambto01,Tom Chambers,22,81,2682,554,1056,284,458,211,561,146,58,46,341,1392,0.525,0.62,33.1,17.2,6.9,1.8,5.9,
davisch02,Charles Davis,23,54,575,88,184,30,37,54,133,31,10,13,89,206,0.478,0.811,10.6,3.8,2.5,0.6,0.3,
dennake01,Kenny Dennard,23,30,607,62,121,26,40,47,133,42,35,8,81,150,0.512,0.65,20.2,5,4.4,1.4,0.1,
johnsed03,Eddie Johnson,22,74,1517,295,643,99,149,128,322,109,50,14,210,690,0.459,0.664,20.5,9.3,4.4,1.5,5.3,
johnsfr01,Frank Johnson,23,79,2027,336,812,153,204,34,147,380,76,7,196,842,0.414,0.75,25.7,10.7,1.9,4.8,4.3,
johnsst03,Steve Johnson,24,78,1741,395,644,212,330,152,459,91,39,89,372,1002,0.613,0.642,22.3,12.8,5.9,1.2,4.4,
kingal01,Albert King,22,76,1694,391,812,133,171,105,312,142,64,36,261,918,0.482,0.778,22.3,12.1,4.1,1.9,1.9,
listeal01,Alton Lister,23,80,1186,149,287,64,123,108,387,84,18,118,239,362,0.519,0.52,14.8,4.5,4.8,1.1,4,
nancela01,Larry Nance,22,80,1186,227,436,75,117,95,256,82,42,71,169,529,0.521,0.641,14.8,6.6,3.2,1,7.9,
nimphku01,Kurt Nimphius,23,63,1085,137,297,63,108,92,295,61,17,82,190,337,0.461,0.583,17.2,5.3,4.7,1,4.8,
rambiku01,Kurt Rambis,23,64,1131,118,228,59,117,116,348,56,60,76,167,295,0.518,0.504,17.7,4.6,5.4,0.9,1.5,
rulanje01,Jeff Ruland,23,82,2214,420,749,342,455,253,762,134,44,58,319,1183,0.561,0.752,27,14.4,9.3,1.6,9.3,
schayda01,Danny Schayes,22,82,1623,252,524,140,185,131,427,146,46,72,292,644,0.481,0.757,19.8,7.9,5.2,1.8,1.2,
thomais01,Isiah Thomas,20,72,2433,453,1068,302,429,57,209,565,150,17,253,1225,0.424,0.704,33.8,17,2.9,7.8,7.6,
tolbera01,Ray Tolbert,23,64,607,100,202,19,35,50,126,33,12,16,83,219,0.495,0.543,9.5,3.4,2,0.5,0.8,
tripuke01,Kelly Tripucka,22,82,3077,636,1281,495,621,219,443,270,89,16,241,1772,0.496,0.797,37.5,21.6,5.4,3.3,4.2,
turneel01,Elston Turner,22,80,1996,282,639,97,138,143,301,189,75,2,182,661,0.441,0.703,25,8.3,3.8,2.4,2.3,
valenda01,Darnell Valentine,22,82,1387,187,453,152,200,48,149,270,94,3,187,526,0.413,0.76,16.9,6.4,1.8,3.3,5,
verhope01,Pete Verhoeven,22,71,1207,149,296,51,72,106,254,52,42,22,215,349,0.503,0.708,17,4.9,3.6,0.7,0.4,
vinceja01,Jay Vincent,22,81,2626,719,1448,293,409,182,565,176,89,22,308,1732,0.497,0.716,32.4,21.4,7,2.2,6.5,
vraneda01,Danny Vranes,23,77,1075,143,262,89,148,71,198,56,28,21,150,375,0.546,0.601,14,4.9,2.6,0.7,3.4,
willibu01,Buck Williams,21,82,2825,513,881,242,388,347,1005,107,84,84,285,1268,0.582,0.624,34.5,15.5,12.3,1.3,6.8,
willihe01,Herb Williams,23,82,2277,407,854,126,188,175,605,139,53,178,200,942,0.477,0.67,27.8,11.5,7.4,1.7,2.8,
willisa02,Sam Williams,22,59,1073,154,277,49,89,91,308,38,45,76,156,357,0.556,0.551,18.2,6.1,5.2,0.6,-0.1,
woodal01,Al Wood,23,48,930,179,381,93,119,51,134,58,31,9,108,454,0.47,0.782,19.4,9.5,2.8,1.2,4.4,
woolror01,Orlando Woolridge,22,75,1188,202,394,144,206,82,227,81,23,24,152,548,0.513,0.699,15.8,7.3,3,1.1,9,
brookmi01,Michael Brooks,22,82,2479,488,1018,226,320,210,442,208,99,31,234,1202,0.479,0.706,30.2,14.7,5.4,2.5,2.4,
brownri01,Rickey Brown,22,45,580,83,162,16,21,52,166,21,9,14,103,182,0.512,0.762,12.9,4,3.7,0.5,0.9,
carrojo01,Joe Barry Carroll,22,82,2919,616,1254,315,440,274,759,117,50,121,313,1547,0.491,0.716,35.6,18.9,9.3,1.4,4.7,
cartebu01,Butch Carter,22,54,672,114,247,70,95,34,65,52,23,1,99,301,0.462,0.737,12.4,5.6,1.2,1,2.6,
collido02,Don Collins,22,81,1845,360,811,211,272,129,268,190,104,25,259,931,0.444,0.776,22.8,11.5,3.3,2.3,0.9,
cookda01,Darwin Cook,22,81,1980,383,819,132,180,96,236,297,141,36,197,904,0.468,0.733,24.4,11.2,2.9,3.7,3.6,
curetea01,Earl Cureton,23,52,528,93,205,33,64,51,155,25,20,23,68,219,0.454,0.516,10.2,4.2,3,0.5,0.8,
donalja01,James Donaldson,23,68,980,129,238,101,170,107,309,42,8,74,79,359,0.542,0.594,14.4,5.3,4.5,0.6,5.1,
drewla01,Larry Drew,22,76,1581,197,484,106,133,24,120,249,88,7,125,504,0.407,0.797,20.8,6.6,1.6,3.3,4.6,
garreca01,Calvin Garrett,24,70,1638,188,415,50,62,85,264,132,50,10,167,427,0.453,0.806,23.4,6.1,3.8,1.9,0.6,
gminsmi01,Mike Gminski,21,56,1579,291,688,155,202,137,419,72,54,100,127,737,0.423,0.767,28.2,13.2,7.5,1.3,6.1,
griffda01,Darrell Griffith,22,81,2867,716,1544,229,320,79,288,194,106,40,219,1671,0.464,0.716,35.4,20.6,3.6,2.4,3.5,
hanzlbi01,Bill Hanzlik,23,74,1259,138,289,119,150,67,153,111,58,20,168,396,0.478,0.793,17,5.4,2.1,1.5,1,
hordgce01,Cedrick Hordges,24,68,1599,221,480,130,186,120,458,104,33,19,226,572,0.46,0.699,23.5,8.4,6.7,1.5,0.7,
johnsre01,Reggie Johnson,23,79,1716,340,682,128,193,132,358,78,45,48,283,808,0.499,0.663,21.7,10.2,4.5,1,2.4,
jonesed01,Edgar Jones,24,60,950,189,357,146,218,92,263,43,36,81,185,524,0.529,0.67,15.8,8.7,4.4,0.7,2.4,
laimbbi01,Bill Laimbeer,23,81,2460,337,670,117,153,266,693,216,56,78,332,791,0.503,0.765,30.4,9.8,8.6,2.7,8.5,
macyky01,Kyle Macy,23,82,1469,272,532,107,119,44,132,160,76,5,120,663,0.511,0.899,17.9,8.1,1.6,2,6.4,
mahorri01,Rick Mahorn,22,52,696,111,219,27,40,67,215,25,21,44,134,249,0.507,0.675,13.4,4.8,4.1,0.5,4.8,
matthwe01,Wes Matthews,21,79,2266,385,779,202,252,46,139,411,107,17,242,977,0.494,0.802,28.7,12.4,1.8,5.2,1.6,
mchalke01,Kevin McHale,23,82,1645,355,666,108,159,155,359,55,27,151,260,818,0.533,0.679,20.1,10,4.4,0.7,7.5,
moorejo01,Johnny Moore,22,82,1578,249,520,105,172,58,196,373,120,22,178,604,0.479,0.61,19.2,7.4,2.4,4.5,3.8,
moorelo01,Lowes Moore,23,71,1406,212,478,69,92,43,168,228,61,17,179,497,0.444,0.75,19.8,7,2.4,3.2,0.2,
okoremi01,Mike OKoren,22,79,2473,365,751,135,212,179,478,252,86,27,243,870,0.486,0.637,31.3,11,6.1,3.2,1.5,
orrlo01,Louis Orr,22,82,1787,348,709,163,202,172,361,132,55,25,153,859,0.491,0.807,21.8,10.5,4.4,1.6,3.5,
ranseke01,Kelvin Ransey,22,80,2431,525,1162,164,219,42,195,555,88,9,201,1217,0.452,0.749,30.4,15.2,2.4,6.9,3.8,
romarlo01,Lorenzo Romar,22,53,726,87,211,43,63,10,56,136,27,3,64,219,0.412,0.683,13.7,4.1,1.1,2.6,2.4,
smithla01,Larry Smith,23,82,2578,304,594,177,301,433,994,93,70,63,316,785,0.512,0.588,31.4,9.6,12.1,1.1,3.1,
toneyan01,Andrew Toney,23,75,1768,399,806,161,226,32,143,273,59,10,234,968,0.495,0.712,23.6,12.9,1.9,3.6,7.3,
vandeki01,Kiki Vandeweghe,22,51,1376,229,537,130,159,86,270,94,29,24,116,588,0.426,0.818,27,11.5,5.3,1.8,10.3,
woodsmi01,Mike Woodson,22,81,949,165,373,49,64,33,97,75,36,12,95,380,0.442,0.766,11.7,4.7,1.2,0.9,4.2,
baileja01,James Bailey,22,67,726,122,271,68,101,71,197,28,21,54,116,312,0.45,0.673,10.8,4.7,2.9,0.4,2,
birdla01,Larry Bird,23,82,2955,693,1463,301,360,216,852,370,143,53,279,1745,0.474,0.836,36,21.3,10.4,4.5,12.5,
bradldu01,Dudley Bradley,22,82,2027,275,609,136,174,69,223,252,211,48,194,688,0.452,0.782,24.7,8.4,2.7,3.1,1.1,
cartwbi01,Bill Cartwright,22,82,3150,665,1215,451,566,194,726,165,48,101,279,1781,0.547,0.797,38.4,21.7,8.9,2,10.1,
cookje01,Jeff Cook,23,66,904,129,275,104,129,90,241,84,28,18,102,362,0.469,0.806,13.7,5.5,3.7,1.3,2,
cummipa01,Pat Cummings,23,71,900,187,370,94,123,81,238,53,22,17,141,468,0.505,0.764,12.7,6.6,3.4,0.7,1.8,
evansmi01,Mike Evans,24,79,1246,208,464,58,85,29,107,230,60,9,194,486,0.448,0.682,15.8,6.2,1.4,2.9,1.6,
greenda01,Dave Greenwood,22,82,2791,498,1051,337,416,223,773,182,60,129,313,1334,0.474,0.81,34,16.3,9.4,2.2,3.6,
hendege01,Gerald Henderson,24,76,1061,191,382,89,129,37,83,147,45,15,96,473,0.5,0.69,14,6.2,1.1,1.9,1.3,
highjo01,Johnny High,22,82,1121,144,323,120,178,69,173,119,71,15,172,409,0.446,0.674,13.7,5,2.1,1.5,1.2,
hubbaph01,Phil Hubbard,23,64,1189,210,451,165,220,114,320,70,48,10,202,585,0.466,0.75,18.6,9.1,5,1.1,2.6,
hustoge01,Geoff Huston,22,71,923,94,241,28,38,14,58,159,39,5,83,219,0.39,0.737,13,3.1,0.8,2.2,3.4,
johnsma02,Magic Johnson,20,77,2795,503,949,374,462,166,596,563,187,41,218,1387,0.53,0.81,36.3,18,7.7,7.3,12.7,
kelsegr01,Greg Kelser,22,50,1233,280,593,146,203,124,276,108,60,34,176,709,0.472,0.719,24.7,14.2,5.5,2.2,3.9,
kingre01,Reggie King,22,82,2052,257,499,159,219,184,566,106,69,31,230,673,0.515,0.726,25,8.2,6.9,1.3,1.6,
leaveal01,Allen Leavell,22,77,2123,330,656,180,221,57,184,417,127,28,197,843,0.503,0.814,27.6,10.9,2.4,5.4,3.8,
moncrsi01,Sidney Moncrief,22,77,1557,211,451,232,292,154,338,133,72,16,106,654,0.468,0.795,20.2,8.5,4.4,1.7,13.2,
