PlayerID,Player,Age,Games,Minutes,FGM,FGA,FTM,FTA,ORB,TRB,AST,STL,BLK,PF,PTS,FGP,FTP,MPG,PPG,RPG,APG,WS25,RANDOM
finlemi01,Michael Finley,22,82,3212,465,976,242,323,139,374,289,85,31,199,1233,0.476,0.749,39.2,15,4.6,3.5,5.4,
garneke01,Kevin Garnett,19,80,2293,361,735,105,149,175,501,145,86,131,189,835,0.491,0.705,28.7,10.4,6.3,1.8,12.8,
goldwan01,Anthony Goldwire,24,42,621,76,189,46,60,8,43,112,16,0,79,231,0.402,0.767,14.8,5.5,1,2.7,1.7,
hendeal01,Alan Henderson,23,79,1416,192,434,119,200,164,356,51,44,43,217,503,0.442,0.595,17.9,6.4,4.5,0.6,6,
mcdyean01,Antonio McDyess,21,76,2280,427,881,166,243,229,572,75,54,114,250,1020,0.485,0.683,30,13.4,7.5,1,6.2,
ostergr01,Greg Ostertag,22,57,661,86,182,36,54,57,175,5,5,63,91,208,0.473,0.667,11.6,3.6,3.1,0.1,3.8,
parksch02,Cherokee Parks,23,64,869,101,247,41,62,66,216,29,25,32,100,250,0.409,0.661,13.6,3.9,3.4,0.5,3.8,
ratlith01,Theo Ratliff,22,75,1305,128,230,85,120,110,297,13,16,116,144,341,0.557,0.708,17.4,4.5,4,0.2,5.4,
reiddo01,Don Reid,22,69,997,106,187,51,77,78,203,11,47,40,199,263,0.567,0.662,14.4,3.8,2.9,0.2,2.7,
respesh01,Shawn Respert,23,62,845,113,292,35,42,28,74,68,32,4,67,303,0.387,0.833,13.6,4.9,1.2,1.1,0.8,
smithjo02,Joe Smith,20,82,2821,469,1024,303,392,300,717,79,85,134,224,1251,0.458,0.773,34.4,15.3,8.7,1,4.4,
stackje01,Jerry Stackhouse,21,72,2701,452,1091,387,518,90,265,278,76,79,179,1384,0.414,0.747,37.5,19.2,3.7,3.9,7.3,
stoudda01,Damon Stoudamire,22,70,2865,481,1129,236,296,59,281,653,98,19,166,1331,0.426,0.797,40.9,19,4,9.3,3.6,
surabo01,Bob Sura,22,79,1150,148,360,99,141,34,135,233,56,21,126,422,0.411,0.702,14.6,5.3,1.7,2.9,0.4,
wallara01,Rasheed Wallace,21,65,1788,275,565,78,120,93,303,85,42,54,206,655,0.487,0.65,27.5,10.1,4.7,1.3,9.3,
willico02,Corliss Williamson,22,53,609,125,268,47,84,56,114,23,11,9,115,297,0.466,0.56,11.5,5.6,2.2,0.4,2.5,
eisleho01,Howard Eisley,22,49,552,40,122,31,40,12,48,95,18,6,81,120,0.328,0.775,11.3,2.4,1,1.9,2.9,
grantbr01,Brian Grant,22,80,2289,413,809,231,363,207,598,99,49,116,276,1058,0.511,0.636,28.6,13.2,7.5,1.2,6.3,
hillgr01,Grant Hill,22,70,2678,508,1064,374,511,125,445,353,124,62,203,1394,0.477,0.732,38.3,19.9,6.4,5,10.2,
howarju01,Juwan Howard,21,65,2348,455,931,194,292,184,545,165,52,15,236,1104,0.489,0.664,36.1,17,8.4,2.5,2.8,
jonesed02,Eddie Jones,23,64,1981,342,744,122,169,79,249,128,131,41,175,897,0.46,0.722,31,14,3.9,2,9.6,
kiddja01,Jason Kidd,21,79,2668,330,857,192,275,152,430,607,151,24,146,922,0.385,0.698,33.8,11.7,5.4,7.7,8.1,
marshdo01,Donyell Marshall,21,72,2086,345,876,147,222,137,405,105,45,88,157,906,0.394,0.662,29,12.6,5.6,1.5,3,
martida01,Darrick Martin,23,34,803,95,233,57,65,14,64,133,34,0,88,254,0.408,0.877,23.6,7.5,1.9,3.9,4.6,
mcilvji01,Jim McIlvaine,22,55,534,34,71,28,41,40,105,10,10,60,95,96,0.479,0.683,9.7,1.7,1.9,0.2,1.9,
mckieaa01,Aaron McKie,22,45,827,116,261,50,73,35,129,89,36,16,97,293,0.444,0.685,18.4,6.5,2.9,2,1.4,
mobleer01,Eric Mobley,24,46,587,78,132,22,45,55,153,21,8,27,63,180,0.591,0.489,12.8,3.9,3.3,0.5,0.2,
montrer01,Eric Montross,23,78,2315,307,575,167,263,196,566,36,29,61,299,781,0.534,0.635,29.7,10,7.3,0.5,1.4,
murrala01,Lamond Murray,21,81,2556,439,1093,199,264,132,354,133,72,55,180,1142,0.402,0.754,31.6,14.1,4.4,1.6,0.3,
persowe01,Wesley Person,23,78,1800,309,638,80,101,67,201,105,48,24,149,814,0.484,0.792,23.1,10.4,2.6,1.3,5.2,
piatker01,Eric Piatkowski,24,81,1208,201,456,90,115,63,133,77,37,15,150,566,0.441,0.783,14.9,7,1.6,1,1.2,
reevekh01,Khalid Reeves,22,67,1462,206,465,140,196,52,186,288,77,10,139,619,0.443,0.714,21.8,9.2,2.8,4.3,2.5,
robingl01,Glenn Robinson,22,80,2958,636,1410,397,499,169,513,197,115,22,234,1755,0.451,0.796,37,21.9,6.4,2.5,3.1,
rogerca01,Carlos Rogers,23,49,1017,180,340,76,146,108,278,37,22,52,124,438,0.529,0.521,20.8,8.9,5.7,0.8,4,
roseja01,Jalen Rose,22,81,1798,227,500,173,234,57,217,389,65,22,206,663,0.454,0.739,22.2,8.2,2.7,4.8,3.3,
simpkdi01,Dickey Simpkins,22,59,586,78,184,50,72,60,151,37,10,7,72,206,0.424,0.694,9.9,3.5,2.6,0.6,0.6,
smithmi02,Michael Smith,22,82,1736,220,406,127,262,174,486,67,61,49,235,567,0.542,0.485,21.2,6.9,5.9,0.8,2.1,
willimo01,Monty Williams,23,41,503,60,133,17,38,42,98,49,20,4,87,137,0.451,0.447,12.3,3.3,2.4,1.2,1.2,
bakervi01,Vin Baker,22,82,2560,435,869,234,411,277,621,163,60,114,231,1105,0.501,0.569,31.2,13.5,7.6,2,8.3,
bradlsh01,Shawn Bradley,21,49,1385,201,491,102,168,98,306,98,45,147,170,504,0.409,0.607,28.3,10.3,6.2,2,2.9,
brownpj01,P.J. Brown,24,79,1950,167,402,115,152,188,493,93,71,93,177,450,0.415,0.757,24.7,5.7,6.2,1.2,4.6,
butlemi02,Mitchell Butler,23,75,1321,207,418,104,180,106,225,77,54,20,131,518,0.495,0.578,17.6,6.9,3,1,-0.2,
cassesa01,Sam Cassell,24,66,1122,162,388,90,107,25,134,192,59,7,136,440,0.418,0.841,17,6.7,2,2.9,4.7,
cheanca01,Calbert Cheaney,22,65,1604,327,696,124,161,88,190,126,63,10,148,779,0.47,0.77,24.7,12,2.9,1.9,3.9,
deherte01,Terry Dehere,22,64,759,129,342,61,81,25,68,78,28,3,69,342,0.377,0.753,11.9,5.3,1.1,1.2,1.2,
earlac01,Acie Earl,23,74,1149,151,372,108,160,85,247,12,24,53,178,410,0.406,0.675,15.5,5.5,3.3,0.2,0.3,
grahagr01,Greg Graham,23,70,889,122,305,92,110,21,86,66,61,4,54,338,0.4,0.836,12.7,4.8,1.2,0.9,0.8,
hardaan01,Anfernee Hardaway,22,82,3015,509,1092,245,330,192,439,544,190,51,205,1313,0.466,0.742,36.8,16,5.4,6.6,8.1,
harrilu01,Lucious Harris,23,77,1165,162,385,87,119,45,157,106,49,10,117,418,0.421,0.731,15.1,5.4,2,1.4,2.1,
houstal01,Allan Houston,22,79,1519,272,671,89,108,19,120,100,34,13,165,668,0.405,0.824,19.2,8.5,1.5,1.3,4.7,
hunteli01,Lindsey Hunter,23,82,2172,335,893,104,142,47,189,390,121,10,174,843,0.375,0.732,26.5,10.3,2.3,4.8,3.9,
jonespo01,Popeye Jones,23,81,1773,195,407,78,107,299,605,99,61,31,246,468,0.479,0.729,21.9,5.8,7.5,1.2,3.7,
lynchge01,George Lynch,23,71,1762,291,573,99,166,220,410,96,102,27,177,681,0.508,0.596,24.8,9.6,5.8,1.4,1.7,
mashbja01,Jamal Mashburn,21,79,2896,561,1382,306,438,107,353,266,89,14,205,1513,0.406,0.699,36.7,19.2,4.5,3.4,4.1,
millsch01,Chris Mills,24,79,2022,284,677,137,176,134,401,128,54,50,232,743,0.419,0.778,25.6,9.4,5.1,1.6,5.4,
muresgh01,Gheorghe Mure?an,22,54,650,128,235,48,71,66,192,18,28,48,120,304,0.545,0.676,12,5.6,3.6,0.3,5.3,
outlabo01,Bo Outlaw,22,37,871,98,167,61,103,81,212,36,36,37,94,257,0.587,0.592,23.5,6.9,5.7,1,6.1,
rideris01,Isaiah Rider,22,79,2415,522,1115,215,265,118,315,202,54,28,194,1313,0.468,0.811,30.6,16.6,4,2.6,5,
robinja02,James Robinson,23,58,673,104,285,45,67,34,78,68,30,15,69,276,0.365,0.672,11.6,4.8,1.3,1.2,2.3,
rogerro01,Rodney Rogers,22,79,1406,239,545,127,189,90,226,101,63,48,195,640,0.439,0.672,17.8,8.1,2.9,1.3,2.9,
russebr01,Bryon Russell,23,67,1121,135,279,62,101,61,181,54,68,19,138,334,0.484,0.614,16.7,5,2.7,0.8,0.8,
vanexni01,Nick Van Exel,22,81,2700,413,1049,150,192,47,238,466,85,8,154,1099,0.394,0.781,33.3,13.6,2.9,5.8,7.2,
webbech01,Chris Webber,20,76,2438,572,1037,189,355,305,694,272,93,164,247,1333,0.552,0.532,32.1,17.5,9.1,3.6,3.6,
wesleda01,David Wesley,23,60,542,64,174,44,53,10,44,123,38,4,47,183,0.368,0.83,9,3.1,0.7,2.1,6.3,
aventan01,Anthony Avent,23,82,2285,347,802,112,172,180,512,91,57,73,237,806,0.433,0.651,27.9,9.8,6.2,1.1,1.5,
barryjo01,Jon Barry,23,47,552,76,206,33,49,10,43,68,35,3,57,206,0.369,0.673,11.7,4.4,0.9,1.4,1.1,
davishu01,Hubert Davis,22,50,815,110,251,43,54,13,56,83,22,4,71,269,0.438,0.796,16.3,5.4,1.1,1.7,5.6,
dayto01,Todd Day,23,71,1931,358,828,213,297,144,291,117,75,48,222,983,0.432,0.717,27.2,13.8,4.1,1.6,4.8,
ellisla01,LaPhonso Ellis,22,82,2749,483,958,237,317,274,744,151,72,111,293,1205,0.504,0.748,33.5,14.7,9.1,1.8,1,
geigema01,Matt Geiger,23,48,554,76,145,62,92,46,120,14,15,18,123,214,0.524,0.674,11.5,4.5,2.5,0.3,2.7,
guglito01,Tom Gugliotta,23,81,2795,484,1135,181,281,219,781,306,134,35,195,1187,0.426,0.644,34.5,14.7,9.6,3.8,3.5,
horryro01,Robert Horry,22,79,2330,323,682,143,200,113,392,191,80,83,210,801,0.474,0.715,29.5,10.1,5,2.4,4.9,
houstby01,Byron Houston,23,79,1274,145,325,129,194,119,315,69,44,43,253,421,0.446,0.665,16.1,5.3,4,0.9,0.5,
keefead01,Adam Keefe,22,82,1549,188,376,166,237,171,432,80,57,16,195,542,0.5,0.7,18.9,6.6,5.3,1,4.6,
laettch01,Christian Laettner,23,81,2823,503,1061,462,553,171,708,223,105,83,290,1472,0.474,0.835,34.9,18.2,8.7,2.8,6.2,
macledo01,Don MacLean,23,62,674,157,361,90,111,33,122,39,11,4,82,407,0.435,0.811,10.9,6.6,2,0.6,1.1,
maybele01,Lee Mayberry,22,82,1503,171,375,39,68,26,118,273,59,7,148,424,0.456,0.574,18.3,5.2,1.4,3.3,2.1,
milleol01,Oliver Miller,22,56,1069,121,255,71,100,70,275,118,38,100,145,313,0.475,0.71,19.1,5.6,4.9,2.1,3.8,
mournal01,Alonzo Mourning,22,78,2644,572,1119,495,634,263,805,76,27,271,286,1639,0.511,0.781,33.9,21,10.3,1,9.9,
onealsh01,Shaquille ONeal,20,81,3071,733,1304,427,721,342,1122,152,60,286,321,1893,0.562,0.592,37.9,23.4,13.9,1.9,10.2,
overtdo01,Doug Overton,23,45,990,152,323,59,81,25,106,157,31,6,81,366,0.471,0.728,22,8.1,2.4,3.5,1.7,
peelean01,Anthony Peeler,23,77,1656,297,634,162,206,64,179,166,60,14,193,802,0.468,0.786,21.5,10.4,2.3,2.2,2.4,
pricebr01,Brent Price,24,68,859,100,279,54,68,28,103,154,56,3,90,262,0.358,0.794,12.6,3.9,1.5,2.3,0.7,
rooksse01,Sean Rooks,23,72,2087,368,747,234,389,196,536,95,38,81,204,970,0.493,0.602,29,13.5,7.4,1.3,3,
sealyma01,Malik Sealy,22,58,672,136,319,51,74,60,112,47,36,7,74,330,0.426,0.689,11.6,5.7,1.9,0.8,1.2,
sprewla01,Latrell Sprewell,22,77,2741,449,968,211,283,79,271,295,126,52,166,1182,0.464,0.746,35.6,15.4,3.5,3.8,5.5,
stithbr01,Bryant Stith,22,39,865,124,278,99,119,39,124,49,24,5,82,347,0.446,0.832,22.2,8.9,3.2,1.3,5.2,
weathcl01,Clarence Weatherspoon,22,82,2654,494,1053,291,408,179,589,147,85,67,188,1280,0.469,0.713,32.4,15.6,7.2,1.8,5.8,
williwa02,Walt Williams,22,59,1673,358,823,224,302,115,265,178,66,29,209,1001,0.435,0.742,28.4,17,4.5,3,5.1,
alexavi01,Victor Alexander,22,80,1350,243,459,103,149,106,336,32,45,62,176,589,0.529,0.691,16.9,7.4,4.2,0.4,1.1,
anderke01,Kenny Anderson,21,64,1086,187,480,73,98,38,127,203,67,9,68,450,0.39,0.745,17,7,2,3.2,7.7,
anthogr01,Greg Anthony,24,82,1510,161,435,117,158,33,136,314,59,9,170,447,0.37,0.741,18.4,5.5,1.7,3.8,4.6,
augmost01,Stacey Augmon,23,82,2505,440,899,213,320,191,420,201,124,27,161,1094,0.489,0.666,30.5,13.3,5.1,2.5,9.7,
benoida01,David Benoit,23,77,1161,175,375,81,100,105,296,34,19,44,124,434,0.467,0.81,15.1,5.6,3.8,0.4,1.6,
brandte01,Terrell Brandon,21,82,1605,252,601,100,124,49,162,316,81,22,107,605,0.419,0.806,19.6,7.4,2,3.9,12.7,
brownra02,Randy Brown,23,56,535,77,169,38,58,26,69,59,35,12,68,192,0.456,0.655,9.6,3.4,1.2,1.1,0.4,
chilcpe01,Pete Chilcutt,23,69,817,113,250,23,28,78,187,38,32,17,70,251,0.452,0.821,11.8,3.6,2.7,0.6,1.5,
corchch01,Chris Corchiani,23,51,741,77,193,91,104,18,78,141,45,2,94,255,0.399,0.875,14.5,5,1.5,2.8,0.4,
davisda01,Dale Davis,22,64,1301,154,279,87,152,158,410,30,27,74,191,395,0.552,0.572,20.3,6.2,6.4,0.5,6.8,
delebi01,Bison Dele,22,48,905,171,324,95,142,115,272,33,41,53,139,437,0.528,0.669,18.9,9.1,5.7,0.7,2.3,
foxri01,Rick Fox,22,81,1535,241,525,139,184,73,220,126,78,30,230,644,0.459,0.755,19,8,2.7,1.6,2.8,
gatlich01,Chris Gatling,24,54,612,117,206,72,109,75,182,16,31,36,101,306,0.568,0.661,11.3,5.7,3.4,0.3,3.1,
grahapa01,Paul Graham,24,78,1718,305,682,126,170,72,231,175,96,21,193,791,0.447,0.741,22,10.1,3,2.2,1.9,
hodgedo01,Donald Hodge,22,51,1058,163,328,100,150,118,275,39,25,23,128,426,0.497,0.667,20.7,8.4,5.4,0.8,0.3,
iuzzomi01,Mike Iuzzolino,24,52,1280,160,355,107,128,27,98,194,33,1,79,486,0.451,0.836,24.6,9.3,1.9,3.7,1.5,
johnsla02,Larry Johnson,22,82,3047,616,1258,339,409,323,899,292,81,51,225,1576,0.49,0.829,37.2,19.2,11,3.6,8.5,
longllu01,Luc Longley,23,66,991,114,249,53,80,67,257,53,35,64,157,281,0.458,0.663,15,4.3,3.9,0.8,2.2,
maconma01,Mark Macon,22,76,2304,333,889,135,185,80,220,168,154,14,242,805,0.375,0.73,30.3,10.6,2.9,2.2,0.5,
owensbi01,Billy Owens,22,80,2510,468,891,204,312,243,639,188,90,65,276,1141,0.525,0.654,31.4,14.3,8,2.4,3.2,
packro01,Robert Pack,22,72,894,115,272,102,127,32,97,140,40,4,101,332,0.423,0.803,12.4,4.6,1.3,1.9,2.2,
roberst01,Stanley Roberts,21,55,1118,236,446,101,196,113,336,39,22,83,221,573,0.529,0.515,20.3,10.4,6.1,0.7,0.7,
smithdo03,Doug Smith,22,76,1707,291,702,89,121,129,391,129,62,34,259,671,0.415,0.736,22.5,8.8,5.1,1.7,1,
smithst01,Steve Smith,22,61,1806,297,654,95,127,81,188,278,59,19,162,729,0.454,0.748,29.6,12,3.1,4.6,7.8,
abdulma02,Mahmoud Abdul-Rauf,21,67,1505,417,1009,84,98,34,121,206,55,4,149,942,0.413,0.857,22.5,14.1,1.8,3.1,5,
bonnean01,Anthony Bonner,22,34,750,103,230,44,76,59,161,49,39,5,62,250,0.448,0.579,22.1,7.4,4.7,1.4,4.1,
brownde01,Dee Brown,22,82,1945,284,612,137,157,41,182,344,83,14,161,712,0.464,0.873,23.7,8.7,2.2,4.2,6.4,
buechju01,Jud Buechler,22,74,859,94,226,43,66,61,141,51,33,15,79,232,0.416,0.652,11.6,3.1,1.9,0.7,0.5,
burtowi01,Willie Burton,22,76,1928,341,773,229,293,111,262,107,72,24,275,915,0.441,0.782,25.4,12,3.4,1.4,1.6,
causwdu01,Duane Causwell,22,76,1719,210,413,105,165,141,391,69,49,148,225,525,0.508,0.636,22.6,6.9,5.1,0.9,1.2,
cebalce01,Cedric Ceballos,21,63,730,204,419,110,166,77,150,35,22,5,70,519,0.487,0.663,11.6,8.2,2.4,0.6,5.2,
colemde01,Derrick Coleman,23,74,2602,514,1100,323,442,269,759,163,71,99,217,1364,0.467,0.731,35.2,18.4,10.3,2.2,9.5,
colesbi01,Bimbo Coles,22,82,1355,162,393,71,95,56,153,232,65,12,149,401,0.412,0.747,16.5,4.9,1.9,2.8,3.2,
ferryda01,Danny Ferry,24,81,1661,275,643,124,152,99,286,142,43,25,230,697,0.428,0.816,20.5,8.6,3.5,1.8,1.3,
gillke01,Kendall Gill,22,82,1944,376,836,152,182,105,263,303,104,39,186,906,0.45,0.835,23.7,11,3.2,3.7,6.7,
glassge01,Gerald Glass,23,51,606,149,340,52,76,54,102,42,28,9,76,352,0.438,0.684,11.9,6.9,2,0.8,0.9,
hillty01,Tyrone Hill,22,74,1192,147,299,96,152,157,383,19,33,30,264,390,0.492,0.632,16.1,5.3,5.2,0.3,5.7,
kesslal01,Alec Kessler,24,78,1259,199,468,88,131,115,336,31,17,26,189,486,0.425,0.672,16.1,6.2,4.3,0.4,1.2,
kimblbo01,Bo Kimble,24,62,1004,159,418,92,119,42,119,76,30,8,158,429,0.38,0.773,16.2,6.9,1.9,1.2,0.1,
knighne01,Negele Knight,23,64,792,131,308,71,118,20,71,191,20,7,83,339,0.425,0.602,12.4,5.3,1.1,3,0.1,
liberma01,Marcus Liberty,22,76,1171,216,513,58,92,117,221,64,48,19,153,507,0.421,0.63,15.4,6.7,2.9,0.8,-0.5,
millste01,Terry Mills,23,55,819,134,288,47,66,82,229,33,35,29,100,315,0.465,0.712,14.9,5.7,4.2,0.6,3.8,
paytoga01,Gary Payton,22,82,2244,259,575,69,97,108,243,528,165,15,249,588,0.45,0.711,27.4,7.2,3,6.4,9.3,
robinru01,Rumeal Robinson,24,47,674,108,242,47,80,20,71,132,32,8,65,265,0.446,0.588,14.3,5.6,1.5,2.8,2.4,
scottde01,Dennis Scott,22,82,2336,503,1183,153,204,62,235,134,62,25,203,1284,0.425,0.75,28.5,15.7,2.9,1.6,5,
simmoli01,Lionel Simmons,22,79,2978,549,1301,320,435,193,697,315,113,85,249,1421,0.422,0.736,37.7,18,8.8,4,3.8,
smithto02,Tony Smith,22,64,695,97,220,40,57,24,71,135,28,12,80,234,0.441,0.702,10.9,3.7,1.1,2.1,1.7,
spencfe01,Felton Spencer,23,81,2099,195,381,182,252,272,641,25,48,121,337,572,0.512,0.722,25.9,7.1,7.9,0.3,1.1,
vaughlo01,Loy Vaught,22,73,1178,175,359,49,74,124,349,40,20,23,135,399,0.487,0.662,16.1,5.5,4.8,0.5,5.5,
willija01,Jayson Williams,22,52,508,72,161,37,56,41,111,16,9,6,92,182,0.447,0.661,9.8,3.5,2.1,0.3,1.8,
anderni01,Nick Anderson,22,81,1785,372,753,186,264,107,316,124,69,34,140,931,0.494,0.705,22,11.5,3.9,1.5,7.7,
armstbj01,B.J. Armstrong,22,81,1291,190,392,69,78,19,102,199,46,6,105,452,0.485,0.885,15.9,5.6,1.3,2.5,7.5,
barroda01,Dana Barros,22,81,1630,299,738,89,110,35,132,205,53,1,97,782,0.405,0.809,20.1,9.7,1.6,2.5,3.5,
blaylmo01,Mookie Blaylock,22,50,1267,212,571,63,81,42,140,210,82,14,110,505,0.371,0.778,25.3,10.1,2.8,4.2,7,
daviste01,Terry Davis,22,63,884,122,262,54,87,93,229,25,25,28,171,298,0.466,0.621,14,4.7,3.6,0.4,-0.1,
divacvl01,Vlade Divac,21,82,1611,274,549,153,216,167,512,75,79,114,240,701,0.499,0.708,19.6,8.5,6.2,0.9,7.4,
douglsh01,Sherman Douglas,23,81,2470,463,938,224,326,70,206,619,145,10,187,1155,0.494,0.687,30.5,14.3,2.5,7.6,1,
edwarbl01,Blue Edwards,24,82,1889,286,564,146,203,69,251,145,76,36,280,727,0.507,0.719,23,8.9,3.1,1.8,2.2,
elliose01,Sean Elliott,21,81,2032,311,647,187,216,127,297,154,45,14,172,810,0.481,0.866,25.1,10,3.7,1.9,1.4,
ellispe01,Pervis Ellison,22,34,866,111,251,49,78,64,196,65,16,57,132,271,0.442,0.628,25.5,8,5.8,1.9,3.9,
grantgr01,Greg Grant,23,67,678,83,216,39,59,16,59,168,36,1,58,208,0.384,0.661,10.1,3.1,0.9,2.5,1.4,
hammoto01,Tom Hammonds,22,61,805,129,295,63,98,61,168,51,11,14,98,321,0.437,0.643,13.2,5.3,2.8,0.8,0.8,
hardati01,Tim Hardaway,23,79,2663,464,985,211,276,57,310,689,165,12,232,1162,0.471,0.764,33.7,14.7,3.9,8.7,9.2,
kempsh01,Shawn Kemp,20,81,1120,203,424,117,159,146,346,26,47,70,204,525,0.479,0.736,13.8,6.5,4.3,0.3,10.6,
kingst01,Stacey King,23,82,1777,267,530,194,267,169,384,87,38,58,215,728,0.504,0.727,21.7,8.9,4.7,1.1,3.1,
lichtto01,Todd Lichti,23,79,1326,250,514,130,174,49,151,116,55,13,145,630,0.486,0.747,16.8,8,1.9,1.5,1.3,
reidjr01,J.R. Reid,21,82,2757,358,814,192,289,199,691,101,92,54,292,908,0.44,0.664,33.6,11.1,8.4,1.2,3,
ricegl01,Glen Rice,22,77,2311,470,1071,91,124,100,352,138,67,27,198,1048,0.439,0.734,30,13.6,4.6,1.8,6.3,
richapo01,Pooh Richardson,23,82,2581,426,925,63,107,55,217,554,133,25,143,938,0.461,0.589,31.5,11.4,2.6,6.8,4.1,
robincl02,Clifford Robinson,23,82,1565,298,751,138,251,110,308,72,53,53,226,746,0.397,0.55,19.1,9.1,3.8,0.9,4.6,
robinda01,David Robinson,24,82,3002,690,1300,613,837,303,983,164,138,319,259,1993,0.531,0.732,36.6,24.3,12,2,17,
royaldo01,Donald Royal,23,66,746,117,255,153,197,69,137,43,32,8,107,387,0.459,0.777,11.3,5.9,2.1,0.7,1.6,
whitera01,Randy White,22,55,707,93,252,50,89,78,173,21,24,6,124,237,0.369,0.562,12.9,4.3,3.1,0.4,0.8,
anderwi01,Willie Anderson,22,81,2738,640,1285,224,289,152,417,372,150,62,295,1508,0.498,0.775,33.8,18.6,5.1,4.6,3.3,
brooksc01,Scott Brooks,23,82,1372,156,371,61,69,19,94,306,69,3,116,428,0.42,0.884,16.7,5.2,1.1,3.7,2.6,
bryanma01,Mark Bryant,23,56,803,120,247,40,69,65,179,33,20,7,144,280,0.486,0.58,14.3,5,3.2,0.6,2.1,
chapmre01,Rex Chapman,21,75,2219,526,1271,155,195,74,187,176,70,25,167,1267,0.414,0.795,29.6,16.9,2.5,2.3,1.9,
eacklle01,Ledell Eackles,22,80,1459,318,732,272,346,100,180,123,41,5,156,917,0.434,0.786,18.2,11.5,2.3,1.5,2,
edwarke01,Kevin Edwards,23,79,2349,470,1105,144,193,85,262,349,139,27,154,1094,0.425,0.746,29.7,13.8,3.3,4.4,1.6,
garrito01,Tom Garrick,22,71,1499,176,359,102,127,37,156,243,78,9,141,454,0.49,0.803,21.1,6.4,2.2,3.4,0.2,
grantga01,Gary Grant,23,71,1924,361,830,119,162,80,238,506,144,9,170,846,0.435,0.735,27.1,11.9,3.4,7.1,1.7,
grantha01,Harvey Grant,23,71,1193,181,390,34,57,75,163,79,35,29,147,396,0.464,0.596,16.8,5.6,2.3,1.1,6.7,
hawkihe01,Hersey Hawkins,22,79,2577,442,971,241,290,51,225,239,120,37,184,1196,0.455,0.831,32.6,15.1,2.8,3,7.8,
langan01,Andrew Lang,22,62,526,60,117,39,60,54,147,9,17,48,112,159,0.513,0.65,8.5,2.6,2.4,0.1,5.7,
leckner01,Eric Leckner,22,75,779,120,220,79,113,48,199,16,8,22,174,319,0.545,0.699,10.4,4.3,2.7,0.2,0.9,
longgr01,Grant Long,22,82,2435,336,692,304,406,240,546,149,122,48,337,976,0.486,0.749,29.7,11.9,6.7,1.8,7.7,
majerda01,Dan Majerle,23,54,1354,181,432,78,127,62,209,130,63,14,139,467,0.419,0.614,25.1,8.6,3.9,2.4,7.2,
maxweve01,Vernon Maxwell,23,79,2065,357,827,181,243,49,202,301,86,8,136,927,0.432,0.745,26.1,11.7,2.6,3.8,5.9,
morrich01,Chris Morris,23,76,2096,414,905,182,254,188,397,119,102,60,250,1074,0.457,0.717,27.6,14.1,5.2,1.6,4.5,
perryti01,Tim Perry,23,62,614,108,201,40,65,61,132,18,19,32,47,257,0.537,0.615,9.9,4.1,2.1,0.3,1.4,
richmmi01,Mitch Richmond,23,79,2717,649,1386,410,506,158,468,334,82,13,223,1741,0.468,0.81,34.4,22,5.9,4.2,7.1,
seikaro01,Rony Seikaly,23,78,1962,333,744,181,354,204,549,55,46,96,258,848,0.448,0.511,25.2,10.9,7,0.7,3,
shawbr01,Brian Shaw,22,82,2301,297,686,109,132,119,376,472,78,27,211,703,0.433,0.826,28.1,8.6,4.6,5.8,1,
smithch01,Charles Smith,23,71,2161,435,878,285,393,173,465,103,68,89,273,1155,0.495,0.725,30.4,16.3,6.5,1.5,7.4,
smitsri01,Rik Smits,22,82,2041,386,746,184,255,185,500,70,37,151,310,956,0.517,0.722,24.9,11.7,6.1,0.9,3.4,
stricro02,Rod Strickland,22,81,1358,265,567,172,231,51,160,319,98,3,142,721,0.467,0.745,16.8,8.9,2,3.9,5.2,
andergr01,Greg Anderson,23,82,1984,379,756,198,328,161,513,79,54,122,228,957,0.501,0.604,24.2,11.7,6.3,1,2,
boguemu01,Muggsy Bogues,23,79,1628,166,426,58,74,35,136,404,127,3,138,393,0.39,0.784,20.6,5,1.7,5.1,6.7,
dudlech02,Chris Dudley,22,55,513,65,137,40,71,74,144,23,13,19,87,170,0.474,0.563,9.3,3.1,2.6,0.4,2.2,
garlawi01,Winston Garland,23,67,2122,340,775,138,157,68,227,429,116,7,188,831,0.439,0.879,31.7,12.4,3.4,6.4,-0.3,
gilliar01,Armen Gilliam,23,55,1807,342,720,131,193,134,434,72,58,29,143,815,0.475,0.679,32.9,14.8,7.9,1.3,4.5,
grantho01,Horace Grant,22,81,1827,254,507,114,182,155,447,89,51,53,221,622,0.501,0.626,22.6,7.7,5.5,1.1,10.3,
hopsode01,Dennis Hopson,22,61,1365,222,549,131,177,63,143,118,57,25,145,587,0.404,0.74,22.4,9.6,2.3,1.9,0.5,
jacksma01,Mark Jackson,22,82,3249,438,1013,206,266,120,396,868,205,6,244,1114,0.432,0.774,39.6,13.6,4.8,10.6,4.2,
johnske02,Kevin Johnson,21,80,1917,275,596,177,211,36,191,437,103,24,155,732,0.461,0.839,24,9.2,2.4,5.5,10,
lohaubr01,Brad Lohaus,23,70,718,122,246,50,62,46,138,49,20,41,123,297,0.496,0.806,10.3,4.2,2,0.7,3.3,
mckeyde01,Derrick McKey,21,82,1706,255,519,173,224,115,328,107,70,63,237,694,0.491,0.772,20.8,8.5,4,1.3,3.9,
